Text,Sentiment
,1
I luv nicki minaj so much I luv nicki minaj and all her songs I know all of them and only high school pound the alarm anaconda and super bass I just want her to make a nicki minaj hollywood game like kim kardashians one,1
Good game but Add commentry 2 ,1
 Correct spelling 3,1
 Please add 90 overs in a day in test matches  4,1
and day test match,1
Brilliant With a baby on the way this is exactly what i was looking for to document it's life,1
The best,1
Guess the brand Loved it more then any other game,1
 Some brands are hard but I don't care,1
,1
Lol finished it first try Didn't even realise it   It took me about a  1 minute xD ,1
,1
,1
,1
,1
,1
,1
,1
 simple and fun im a sucker for 8 bit niche rpgs,1
 this is a keeper,1
,1
Works well Works as promised and the developer was quick to answer my question,1
,1
Amazing I spent hours on the original then Dragon Warrior on NES,1
 Nice to see the exact same game with upgraded graphics and sounds,1
" My,buddy and I got in trouble trying to skip thanksgiving dinner one year trying to level up",1
,1
My Puppy Sooo cute,1
It's really good I love it just make an update so it keeps repeating the tune too not just the beat otherwise it's awsome,1
Baby games My brother enjoys every game,1
"Addictive Great fun, very addictive, hard to stop playing",1
 Lots of time wasted trying to beat friends,1
,1
Useful and good looking,1
 Reminds me when I need to maintain things,1
 Keeps interesting records,1
 May be turning me OCD,1
,1
Excellent Beautifully designed game,1
 Simple elements that focus attention on the puzzle,1
,1
Add character customisation It's great just I want to customize my character that's one thing that's such a bore its not fun with no customizing your character so plz add that and I'll change it from 4 stars to 5 stars,1
Really a very good game,1
,1
,1
,1
,1
,1
,1
,1
" Everythings great about it except sometimes the game gets hanged while playing and lose all the xp you earn,is what disinterest me",1
,1
,1
otherwise its awesome with easy controls,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
Love it Best td by far,1
 I always come back to them,1
,1
Love it For people who wants cheats use debug mode by doing no save file pick sonic tap on all 4 sega letters when the opening shows swipe 2 fingers moment of truth hope it works then bam debug mode,1
"Better then any 4,000 add on navigation package for your car",1
 Just make sure your car has blue tooth,1
,1
Epic This is the best app EVER,1
"Great Challenging but oh so fun My family and I love to play this together Fun on the go,  by yourself, with friends, or family",1
 Have had no issues with it  overall 5 star great game,1
"I love it,my kids play it",1
The kids love it Both of my younger kids love all the Dr,1
"  Best of all, it keeps my daughter still and content while I brush her hair",1
Love it oh my gosh I love it because its a hunger game,1
Love It I got the other what if but it was  to inappropriate  so I was lucky enough to find this version and I saw what you did with the questions you just use the same ones but make them appropriate  for kids,1
"Best Game Ever Pretty coll,nice graphics and good gameplay",1
 Nothing could be better than this,1
,1
Love it I love anime and this app gives you alot to choose,1
Yasssssssssss I saw a friend play this on an iphone and ive been waiting to play forever and its finally here This game is pretty dope,1
 I give the O G 5 stars,1
GALAXY TAB 3 Runs smooth and is super fun some engine noise differences would be nice but none the less 5 stars,1
,1
Great as always Toca boca apps in general are great and this one is well made too,1
"  it is enjoyable, humorous but more importantly, easy to use for kids",1
 doesn't require reading and no ads or inapp purchases annoyances,1
,1
Root Checker Pro on Razr Awesome app,1
I love this app,1
 This is the best comic reader around,1
 Recent fix on crash and hang issue has been great,1
 But page turning is a pain now,1
,1
Our little girl loves this app,1
 Going to buy more,1
I am on there daily Good app,1
 Love the updates,1
,1
Great app Must have,1
,1
,1
new update is really good,1
"Love it But,you guys should make other my playhome games like my playhome pool,my playhome post office or,my playhome amusement park if would be awesome if you guys did this",1
I do love this game  it's in all of my tablets  I am downloading it in this one too  I will recommend everyone to download it,1
Great app My 4 12 month old loves this app keeps him well entertained he grabs at the animals and giggles at the noises great app for babies through to 3yrs,1
I love this application,1
love love beat down,1
Its great U can can talk to three other ppl  da same time,1
"Something's fishy Used to work,now it doesnt ,it keeps saying error in a top right corner         editthey fixed the error",1
Weather forecast Local weather,1
Awesomeness Keeping it,1
JUST ONE THING TO DO,1
,1
,1
 I'm getting only male person in this,1
 Try to do something about it if you can,1
,1
,1
,1
Perfect app The best flashcard app for android systems,1
 Note that it also saves the packs locally for offline learning if you at least open it once while connected to the Internet,1
" Easier to use the web for creating and arranging cards, though",1
,1
COOL This Spokane is really financial nd it's so cool for a rainy day,1
,1
,1
 me an my sister play it all the time when were just bored or it's a late night and no one feeling quite sleepy yet,1
,1
it's very fun and I think that everyone should download it,1
,1
Payout is very slow,1
,1
Love it use it twice 3 times a week Love to see the uploads of others catch,1
Great game Lol in the description it says it has over 100 M downloads but it only has 50 M,1
Good Use it,1
Wonderful The app is well designed,1
,1
 Efficient and works nice on low Internet speed too,1
  A unique way to connect to the business world and improve your network,1
Amazing AWESOME This game is great much better than the free one the only thing that is bad about it is you don't get the reptiles you need to pay 79p for them not a bad price but I thought you got all of the animals but it is still AWESOME,1
"Amazing This game is awesome, it works perfect, and also it's a very good and fun game Also very nice graphics, and controls of the car too This is better than Real Racing 3",1
My 3years old nephew was really love playing this kind of game,1
,1
he was so amazed when he play,1
,1
and so much fun to him,1
,1
,1
 So that when I ask him how many star he want to give,1
,1
 He ask 5star for my new game,1
,1
,1
,1
"Great game Wonderful play, interesting, good AI, and I keep coming back for another game",1
 One of best game geek apps I've played,1
,1
Turbo dismount Love it plz make a turbo dismount 2 where you do not have to pay for the veilcles but increase the prices for the maps,1
Awesome I loved the game I wish it you could put more cool games like this on AWESOME THANK YOU,1
Brilliant My one year old loves this,1
Loved it I can't pass the bear with a hat who is he,1
"A worthy successor to 10,000,000 Same old gameplay but massively expanded upon",1
 Highly recommended for fans of match 3 and simple base building games,1
,1
Thank you for sharing I give it 5 its very good,1
,1
Loved it Great time pass,1
Loved it till after the last update,1
,1
 Now it has a lot of glitches in the last 5 levels,1
 Fix them and I will give it a 5,1
,1
,1
Great game,1
,1
,1
 Love cohesiveness of game,1
